companyId,companyFullName,companyShortName,companyLogo,city,industryField,companyFeatures,financeStage,companySize,interviewRemarkNum,positionNum,processRate,approve,countryScore,cityScore
127787,厦门挑食文化传媒有限公司,挑食,i/image/M00/39/23/CgqKkVdmD_GAbIRrAADVz77unH0977.jpg,厦门,"电子商务,生活服务",找到有情怀的食品手艺人，帮他们把好的产品交易给追求更好生活的人们！,天使轮,少于15人,7,0,100,1,0,0
27964,厦门易灵网络科技有限公司,厦门易灵网络 ELING,image1/M00/00/3C/CgYXBlTUXLaAKfUvAAA83QtS54E997.png,厦门,"移动互联网,游戏",游戏海外发行，专注的互联网轻公司,未融资,15-50人,16,5,50,1,0,0
141484,厦门亿力吉奥信息科技有限公司,国网信通产业集团亿力吉奥公司,i/image3/M00/52/E1/Cgq2xlsKgp6AQm6mAAAN7ynnBD0750.jpg,厦门,"移动互联网,信息安全",国家电网信通产业集团下属企业，中国电力GIS第一品牌。期待同您的相逢~,不需要融资,500-2000人,11,14,100,1,0,0
36719,无锡华云数据技术服务有限公司,华云数据,i/image/M00/38/19/CgpEMllCOq-AfKbgAAAbSN2dqjo435.png,厦门,"移动互联网,数据服务",华云数据集团，中国领先的云计算专家，旗下拥有润迅通信、蓝芒、飞讯、爱办公等多个互联网服务品牌。,D轮及以上,500-2000人,9,82,61,1,0,0
105844,厦门美纵科技有限公司,美纵科技,i/image2/M00/4F/E5/CgotOVsOaBuAeG1XAAvwBvWtHa0387.jpg,厦门,"移动互联网,O2O",帮助零售门店实现互联网化、信息化、智能化,天使轮,15-50人,2,4,100,1,0,0
125394,厦门在田信息技术有限公司,在田,i/image2/M00/54/54/CgoB5lsY5-2AZIxQAAARyjlILgE846.png,厦门,"移动互联网,企业服务",专业的互联网解决方案提供商,不需要融资,少于15人,6,0,100,0,0,0
110747,深图（厦门）科技有限公司,深图智服DEEPIR,i/image/M00/64/CC/CgpEMlmarmWAaJcAAAAX47C6Lck481.jpg,厦门,"移动互联网,数据服务",DeepIR，深度学习图像识别智能服务， 简称“深图智服”， 专注于深度学习和图像识别智能技术服务。,天使轮,15-50人,23,6,0,1,0,0
147319,厦门表情科技有限公司,表情科技,i/image/M00/C1/30/CgqKkVjU7iuAeCe8AAA5pgYSZUw242.png,厦门,"移动互联网,社交网络",表情科技（BiaoQing.com）是国内首家专业以表情为基础的公司,A轮,15-50人,21,9,52,1,0,0
44572,厦门瑞为信息技术有限公司,瑞为技术,i/image/M00/64/70/Cgp3O1gFeZWAFTSBAAASFCeNeUQ905.jpg,厦门,"移动互联网,数据服务",领先的人脸识别技术与解决方案提供商,B轮,50-150人,4,0,100,1,0,0
64620,厦门千时科技有限公司,久趣英语,i/image2/M01/68/BF/CgoB5ltGu3KAclncABRCLHDsG5g966.jpg,厦门,教育,知名在线教育企业，专注为4至12岁的孩子提供专业的北美外教在线授课服务。,B轮,150-500人,1,48,100,1,0,0
108413,厦门飞豆网络科技有限公司,飞豆网络,i/image/M00/01/A5/CgqKkVZySoWAMii9AABAElW2VrI904.png,厦门,"电子商务,移动互联网",卖家推广平台,不需要融资,少于15人,3,0,100,0,0,0
112392,广州麦涂网络科技有限公司,涂鸦王国,i/image/M00/03/14/Cgp3O1aocZ6AcZxVAAAWB-aAhTo773.jpg,厦门,"社交网络,文化娱乐",国内著名绘画社交网站，汇聚众多绘画大师以及爱好者！,A轮,15-50人,3,1,100,0,0,0
51037,厦门飞游信息科技有限公司,飞鱼科技,i/image/M00/00/DC/CgpEMljGSmuAEvZjAAAXHa_N50o235.jpg,厦门,游戏,飞鱼科技，国内知名手机游戏研发、运营商。,上市公司,150-500人,4,112,46,1,0,0
33841,厦门市蓝尚信息科技有限公司,蓝店,i/image/M00/91/62/Cgp3O1iX9raAUNgUAAAdCGtPt3U532.png,厦门,"电子商务,O2O",行业开创者，国内领先的轻连锁便利店品牌,A轮,50-150人,18,3,0,1,0,0
23905,厦门市美亚柏科信息股份有限公司,美亚柏科,image1/M00/23/D2/Cgo8PFVJvdaAN-HsAABSAoDHRQs028.png,厦门,"信息安全,数据服务",信息技术浪潮中，我们扬帆远航。,上市公司,2000人以上,0,5,55,1,0,0
16719,福建点石网络科技有限公司,在街上,image1/M00/11/62/CgYXBlUA7jaAEjc5AABHZJ86y_c065.jpg,厦门,"移动互联网,生活服务",打造实体商家自己的Saas系统,A轮,50-150人,81,4,0,1,0,0
4944,厦门飞博共创网络有限公司,飞博共创,image1/M00/00/0B/CgYXBlTUWBuAYS3AAABzlmo8Zxw159.png,厦门,"广告营销,文化娱乐",我们是中国领先的互联网媒体公司,上市公司,150-500人,29,41,24,1,0,0
78852,厦门醉品春秋网络科技有限公司,醉品春秋,image1/M00/31/0C/CgYXBlWKZ2WATAq6AAAWmOyUAUs553.jpg?cc=0.3448170145972127,厦门,电子商务,趁我风华正茂，趁你容颜未老，B轮快进来啦你还在等神马！,B轮,150-500人,14,5,0,1,0,0
99535,厦门市弼友信息科技有限公司,弼友,i/image/M00/51/C7/CgpFT1l6_8SAb3jzAAAToEfv-p0066.png,厦门,"移动互联网,金融",厦门市弼友信息科技有限公司专注互联网IT相关产品开发，网站制作和手机应用研发。,未融资,少于15人,3,1,100,0,0,0
126731,厦门哨子网络科技有限公司,哨子网络,i/image/M00/63/2D/Cgp3O1gAjLyAVD7SAAAPtr1V5OI085.png,厦门,"移动互联网,企业服务",哨子办公，大数据打造企业智能CEO，帮助企业高效协作，提升工作效率，激活组织活力，快速实现移动化转型,A轮,50-150人,15,3,0,1,0,0
79913,厦门市咕啦电子商务有限责任公司,咕啦,i/image2/M00/06/4A/CgoB5lnJuu-AP4f4AAA5rI5EZck164.png,厦门,电子商务,咕啦中国，成立于2014年8月，是一家专注服务于中国体育彩票网点的第三方管理服务平台公司。,A轮,150-500人,3,15,100,1,0,0
91874,厦门指纹科技有限公司,指纹科技,i/image/M00/37/68/CgpFT1lI3G2AYKQOAABLNSdp49I253.jpg,厦门,电子商务,指纹定制，让创业更简单,不需要融资,150-500人,12,5,50,1,0,0
56693,厦门数析信息科技有限公司,Datartisan 数据工匠,image1/M00/11/92/Cgo8PFUBJKiAeVlQAABxnXUp9C8012.png,厦门,"企业服务,数据服务",数据工匠是专业的数据分析解决方案、实施咨询、应用开发、教育培训等相关服务提供商,天使轮,少于15人,14,5,100,1,0,0
72299,厦门畅享信息技术有限公司,畅享信息,image1/M00/29/21/Cgo8PFVkJziAFucPAABIGYUOtWc260.png,厦门,"移动互联网,数据服务",致力于信息共享协同平台与社区网格化平台。,不需要融资,150-500人,7,25,100,1,0,0
4130,厦门极致互动网络技术股份有限公司,极致游戏,i/image2/M01/64/44/CgotOVs9eomAQo22AAAQIO89H_Y836.jpg,厦门,游戏,极致游戏，为用户创造最美好的游戏体验！,上市公司,150-500人,0,25,88,1,0,0
23291,厦门美图之家科技有限公司,美图公司,i/image/M00/92/A6/CgpEMlsE076AYQiyAAAJ0Mnr3H4178.png,厦门,"移动互联网,硬件",加入美图，让工作更好玩！,上市公司,2000人以上,348,369,7,1,0,0
33037,厦门帝网信息科技有限公司,帝友,image1/M00/00/4C/Cgo8PFTUXPmAXtwtAABNC1LkuvM620.jpg,厦门,"移动互联网,金融",厦门帝网信息科技有限公司成立于2010年，是中国首个互联网金融领域科技研发品牌。,未融资,50-150人,5,6,50,1,0,0
147118,厦门市德医互联科技有限公司,德医互联,i/image/M00/57/00/Cgp3O1fOF_WACNToAABmJ_7BWLs538.jpg,厦门,医疗健康,创建透明、真实的医美未来。,A轮,15-50人,3,9,66,1,0,0
80471,厦门锐泰利集团有限责任公司,锐泰利集团,image1/M00/33/CB/Cgo8PFWU1QOAGICmAAA8j37bQ1s842.jpg?cc=0.48803837480954826,厦门,移动互联网,正能量团队,不需要融资,500-2000人,7,5,80,1,0,0
8420,厦门拓客金融技术服务有限公司,拓客金融,image1/M00/00/11/CgYXBlTUWDOAYQMhAABL9QvIFuA929.png,厦门,移动互联网,专注于互联网金融征信技术，科技让生活更智能,未融资,15-50人,30,5,50,1,0,0
40996,厦门奥洛信息科技有限公司,步步指南,i/image/M00/8A/8D/CgqKkVh1-ymAGPJwAAAQ1Mlh550123.png,厦门,"移动互联网,社交网络",海归团队，注重产品和用户体验,天使轮,15-50人,2,5,100,1,0,0
41944,厦门榴莲在线旅游科技有限公司,榴莲旅游,image1/M00/3E/CB/CgYXBlW-1TmAW7kPAAATRmU1yRk101.png,厦门,"电子商务,旅游",一支有梦想、有激情、有能力的团队等待您的加入！,天使轮,15-50人,1,0,87,1,0,0
39428,厦门壹生信息科技有限公司,辣妈计划,i/image/M00/8D/6A/CgpEMlrgJ2qAASqeAAG2_t_I8YY30.jpeg,厦门,"移动互联网,电子商务",让100万妈妈更自信，坚持以深度服务为核心，致力于成为中国最被消费者喜爱的社群电商平台。,A轮,150-500人,29,17,0,1,0,0
159226,巴萨迪软件（厦门）有限公司,巴萨迪软件,i/image/M00/10/6B/CgpFT1jwhriAPI4WAIXr6vmZiW0067.png,厦门,"其他,移动互联网",如果你很懂代码，并想找到一个不错的平台. 那我们就是你的伯乐。,不需要融资,15-50人,5,4,100,1,0,0
89861,厦门联接科技有限公司,厦门联接科技有限公司,i/image2/M00/4E/92/CgotOVsHy3WAGEkvAABk5BSrOX0469.png,厦门,"移动互联网,电子商务",海外互联网市场开拓者，专注高品质影音软、硬件解决方案和消费指南，数百万月活跃用户且高速增长中。,不需要融资,15-50人,3,3,100,1,0,0
44035,厦门浩渺网络科技有限公司,浩渺网络,image1/M00/00/6F/Cgo8PFTUXYyAOOJZAABoTPh8eH8025.png,厦门,"移动互联网,数据服务",年轻就是这么任性！,不需要融资,15-50人,8,4,100,1,0,0
130546,厦门市迦点信息科技有限公司,社享SharWe,i/image/M00/A3/EC/CgqKkViqsfuAVvwQAAA7KSS9pIY278.png,厦门,"O2O,移动互联网",90后团队，年轻且不失成熟，有想法的人很多，敢想敢做才牛逼。,天使轮,15-50人,2,0,100,1,0,0
168668,厦门安胜网络科技有限公司,安胜,i/image/M00/94/91/CgqKkViaumKAX1GgAADIF5vljeE309.png,厦门,移动互联网,创新为安 服务致胜,未融资,150-500人,1,2,100,1,0,0
109613,厦门迈睿软件科技有限责任公司,厦门迈睿,i/image/M00/02/EB/CgqKkVagpTiAGrq2AAAQb1qE0aU647.png,厦门,企业服务,企业精神：诚信、务实、高效、创新,未融资,50-150人,4,4,66,0,0,0
90427,厦门跨境网信息技术有限公司,跨境网,image1/M00/43/FA/CgYXBlXT2vmATJ3mAAAhR9R7mqE931.png?cc=0.15408186870627105,厦门,电子商务,跨境网-进口商品，海外购物首选网站！跨境网，购全球,不需要融资,150-500人,15,5,100,0,0,0
47683,厦门梦加网络科技股份有限公司,厦门梦加,image1/M00/00/7B/CgYXBlTUXb6AAHicAAD-mamx5Ws872.JPG,厦门,"移动互联网,游戏",Unity3D 游戏领军团队。,D轮及以上,150-500人,1,26,77,1,0,0
11637,厦门市思明区新东方教育培训学校,厦门新东方,image1/M00/00/17/Cgo8PFTUWEqAZ4T2AABUVI82U4c588.jpg,厦门,教育,一个优秀的领导；一个发展的组织；一个良好的氛围；一个喜欢的工作；一个成长的个人；一份不错的薪酬,上市公司,500-2000人,15,6,50,1,0,0
58426,厦门点触科技股份有限公司,点触科技,image2/M00/0A/A7/CgqLKVYWF1KAbjTdAADHgJT5tAQ659.png,厦门,"移动互联网,游戏",学习不止，迭代不息,上市公司,150-500人,42,32,50,1,0,0
24076,厦门商集网络科技有限责任公司,唯你网,image1/M00/41/A2/Cgo8PFXJU92AV_dWAABCIWykRKY775.png,厦门,"企业服务,移动互联网",企业智能化服务商,A轮,500-2000人,7,24,20,1,0,0
401903,厦门洲全信息科技有限公司,厦门洲全,i/image2/M01/56/50/CgotOVseMIOAJkJDAAAWuYHHTnw328.png,厦门,电子商务,厦门洲全信息科技有限公司，秉承着国际设计理念，致力于为消费者提供品类齐全、品质过硬的母婴用品和服务。,未融资,50-150人,0,5,100,0,0,0
147585,厦门男人网信息技术有限公司,男人帮,i/image2/M00/07/E8/CgoB5lnOCpeANFvhAAAveY6aHV8790.png,厦门,"移动互联网,电子商务",时尚潮男养成app~,不需要融资,15-50人,5,0,100,1,0,0
297144,厦门盈点科技有限公司,盈点,i/image/M00/77/C3/CgpEMlpApPmAIDsnAAANzXV-TI8894.jpg,厦门,"移动互联网,电子商务",厦门盈趣科技(股票代码:002925) 的全资子公司,不需要融资,15-50人,1,5,100,0,0,0
83669,爱特众创空间（厦门）投资管理有限责任公司,爱特众创空间,i/image/M00/00/A5/CgqKkVZRiq2AD6QfAAA1mu2YXXY173.jpg,厦门,"移动互联网,企业服务",创咖、工位、公寓、投资、孵化、加速的一体化创业服务空间,不需要融资,50-150人,0,5,100,1,0,0
53060,指挥家（厦门）科技有限公司,指挥家VR,i/image/M00/09/E2/Cgp3O1bTszOANQ4ZAADW7XbbRMw437.jpg,厦门,其他,国内领先的虚拟现实内容团队,A轮,50-150人,2,5,0,1,0,0
91487,厦门左邻正里互联网技术有限公司,左邻正里,image1/M00/44/E0/Cgo8PFXYM_WAfwKQAAFrzQtSMcs880.jpg?cc=0.14756220509298146,厦门,"移动互联网,企业服务",我们在为物业服务行业提供信息化解决方案。 面向未来、重构基于移动互联网的沟通方式！,天使轮,15-50人,2,0,86,1,0,0
160043,小签科技（北京）有限公司,小签科技（北京）有限公司,i/image/M00/66/21/CgpFT1mmT--ARW-PAAAQNHx2-UU193.jpg,厦门,其他,小签科技，AR导览领跑者。,A轮,15-50人,8,0,0,1,0,0
137300,厦门有渔网络科技有限公司,厦门有渔网络,i/image3/M00/39/4D/Cgq2xlqrJxaAWuQ6AABIRaO4vmo131.png,厦门,"移动互联网,金融",有渔网络致力于提供更便捷高效的互联网工具。 核心团队分别来自腾讯资深研发团队和哥伦比亚大学研究室。,未融资,少于15人,26,2,100,0,0,0
128978,厦门润澳科技有限公司,厦门润澳科技有限公司,i/image/M00/54/53/Cgp3O1fDsESAVw71AAEbNDi6y1g734.jpg,厦门,其他,服务于企业愿景，愿与企业共同成长，能为企业创造增值价值，能与企业共同进步,B轮,50-150人,5,0,90,0,0,0
123977,福建省正凯网络科技有限公司,正凯网络,i/image/M00/1E/81/CgqKkVcHmYyAUTDXAAAL3VuEw34369.png,厦门,"移动互联网,电子商务",提供技术与资金进行优质项目创投。,未融资,15-50人,3,4,100,0,0,0
805,好慷（厦门）信息技术有限公司,好慷在家,i/image/M00/0C/38/CgpEMljkUKqACA5fAADTfLJ9DMc058.png,厦门,生活服务,让家务归好慷，让生活归生活,C轮,150-500人,19,4,0,1,0,0
200614,厦门科易网科技有限公司,科易网,i/image/M00/1D/F3/CgpFT1kPzdCAWyraAAARr03pxIk882.jpg,厦门,"移动互联网,企业服务",卓越的能力应用与技术交易平台,不需要融资,150-500人,1,1,100,1,0,0
33034,易联众信息技术股份有限公司,易联众,image1/M00/00/4C/CgYXBlTUXPmAaer4AAB8Sdsk_bE061.jpg,厦门,"移动互联网,医疗健康",易联众信息技术股份有限公司专注于民生领域，是国内民生信息服务行业第一家上市企业。,上市公司,500-2000人,9,1,25,1,0,0
152533,厦门动心科技有限公司,动心科技,i/image/M00/9D/92/CgqKkVij8M2AHDgbAAh7Fwcrdjg618.png,厦门,"企业服务,数据服务",菲特系统（FitFt.com）专注云端健身行业解决方案服务提供商,未融资,少于15人,2,0,100,1,0,0
74138,咪咕动漫有限公司,咪咕动漫,i/image/M00/01/19/Cgp3O1Zf1jqAWNe6AAAcOwquMP0425.png,厦门,移动互联网,咪咕动漫，将以“构建全新的发行平台、培育全龄的动漫文化、打造全赢的创意产业”为愿景，以移动互联网动漫,不需要融资,500-2000人,11,0,50,1,0,0
119011,厦门唯一道文化创意有限公司,唯道文创,i/image/M00/11/BB/Cgp3O1bihryAN_EpAAAKnPz3bws589.png,厦门,广告营销,扁平管理、期权分配、工作环境带感,未融资,15-50人,1,2,100,0,0,0
33649,厦门微之家科技有限公司,微之家,i/image/M00/4B/01/CgqKkVed4o2ASGWjAAAP89uqW30748.jpg,厦门,"移动互联网,教育",国内校园新媒体领导者，企业校园新媒体营销saas平台，员工年底参与公司利润分红,A轮,50-150人,11,0,0,1,0,0
129432,厦门正航软件科技有限公司,正航软件,i/image/M00/2C/F6/CgqKkVc6uiOAeBrEAAAVunfPxfY366.jpg,厦门,"移动互联网,数据服务",知深 途正 航自远,未融资,150-500人,0,4,50,1,0,0
141838,厦门不在文化传播有限公司,不在书店,i/image/M00/4B/C0/CgqKkVegU46AFq2QAAAZP6dkpJw873.png,厦门,"文化娱乐,广告营销",以不在书店、不在学院、不在剧场、不在咖啡...为核心业态的文化地产运营商,未融资,15-50人,7,5,33,1,0,0
278357,厦门好虾信息科技有限公司,好虾,i/image/M00/91/E3/CgpEMlr9LvGAAe1UAAGsP4JCy90626.jpg,厦门,"电子商务,移动互联网",小程序：王美丽精选,未融资,50-150人,6,4,100,0,0,0
104668,名格创想（厦门）网络科技有限公司,名格网络,i/image/M00/20/7F/CgqKkVcOFpKAXrhNAAXLwhk3Aqo945.jpg,厦门,"移动互联网,电子商务",国内率先专注于艺术品交易服务的互联网公司,不需要融资,15-50人,5,0,31,0,0,0
38812,厦门中小在线信息服务有限公司,中小在线,image1/M00/00/5E/Cgo8PFTUXUWAKrsBAADB3IUwXy4926.JPG,厦门,"移动互联网,企业服务",厦门市经信局下属国有企业，首批国家中小企业公共服务示范平台，专注于中小企业公共云服务平台开发及运维。,未融资,15-50人,4,4,0,0,0,0
193049,厦门飞贷金融技术服务有限公司,飞贷金融,i/image3/M00/39/49/CgpOIFqrJRuAYZ7oAACR-dhfnzY470.png,厦门,"移动互联网,金融",专注线上流量，打造零距离普惠金融。,未融资,15-50人,8,1,100,0,0,0
69000,厦门宝软科技有限公司,宝软科技,image2/M00/04/66/CgpzWlXxUtCAADl9AAATB-IhVbA814.png,厦门,"移动互联网,游戏",美女多~加班少~,未融资,50-150人,14,8,60,1,0,0
94866,金卖网信息科技控股有限公司,金卖网,i/image/M00/00/08/CgqKkVYko6SATvEmAABZR-Ar_Hc005.jpg,厦门,"移动互联网,电子商务",打造一个消费、理财还同时可以投资的开放平台。,A轮,50-150人,12,0,7,1,0,0
2240,厦门云宝商盟网络科技有限公司,云宝商盟,i/image/M00/4E/94/CgqKkVer33iAHacVAADV_Z0wU04738.jpg,厦门,"电子商务,生活服务",中国创新快消产业云生态综合服务商，服务涉及快消全领域，打造开放、健康、高效的快消云体系。,未融资,50-150人,9,0,19,1,0,0
44034,厦门市龟龟网络技术有限公司,弄弄车,i/image/M00/1F/2F/CgqKkVcLHpGAVlocAAAxgQd6Bn8926.jpg,厦门,"移动互联网,O2O",互联网＋汽车，全球首创商业模式，极致体验！,B轮,50-150人,7,0,0,1,0,0
169510,厦门帷博计算机科技有限公司,Me Club,i/image/M00/BF/42/Cgp3O1jPk56AVOFkAAEEdmWxdBk260.jpg,厦门,"移动互联网,文化娱乐",实人认证街拍，超范免费活动，免费预约拍摄...all in 泛娱乐图片社交平台 - Me Club,未融资,15-50人,2,0,100,1,0,0
56153,厦门惠众创想信息技术有限公司,惠喵,i/image/M00/00/C3/Cgp3O1ZVJmmAEAYaAACeWXnLAT0790.jpg,厦门,"移动互联网,电子商务",买买买，内容创新驱动消费决策！,天使轮,15-50人,43,5,0,1,0,0
89318,厦门趣处网络科技有限公司,趣处,image1/M00/42/A0/Cgo8PFXMRE2AQRM7AACMob8tLj8940.jpg?cc=0.5915836698841304,厦门,移动互联网,史上最懂你的休闲出行智能推荐助手,天使轮,15-50人,18,0,0,1,0,0
139833,九号仓库（厦门）有限公司,9号仓库,i/image/M00/53/20/CgqKkVe9oPqAPUXeAAAZeSjHH1c418.jpg,厦门,"O2O,移动互联网",9号仓库进口葡萄酒专供平台，一小时极速送达。,未融资,50-150人,1,0,85,1,0,0
53071,厦门木薯科技有限公司,木薯公司,i/image/M00/29/6F/CgqKkVcv7nGANy-2AAAeyb_PH3A180.jpg,厦门,"移动互联网,硬件",高端智能美容仪,天使轮,15-50人,8,0,0,1,0,0
124563,厦门道拓科技有限公司,租我么,i/image/M00/28/14/CgqKkVcpwZqAAzpAAACavmFiWPI900.jpg,厦门,移动互联网,国民经纪人,天使轮,15-50人,28,20,17,1,0,0
80960,厦门超体创客互联科技有限公司,超体创客,image1/M00/34/9C/CgYXBlWY9fmAOJAVAAATzuPD_YI069.png?cc=0.3934533449355513,厦门,移动互联网,一群充满梦想和创意的疯子，抱着颠覆时代的决心；我们，只与时代的叛徒为伍，一起向落后Say No！,天使轮,15-50人,8,0,76,0,0,0
604,厦门博游旅游股份有限公司,出国去,image1/M00/44/48/Cgo8PFXVKJ6AXszrAABc-qrt1WM311.jpg?cc=0.675483554136008,厦门,"电子商务,旅游",领导好，氛围佳。帅哥美女多，福利待遇优。,天使轮,50-150人,6,5,0,1,0,0
88505,厦门风变科技有限公司,风变,i/image/M00/13/24/CgqKkVbmuniACzKPAADYZIWvYYM207.png,厦门,"移动互联网,教育",碎片化教育知识服务商,天使轮,15-50人,4,0,26,1,0,0
349103,碧斯诺兰实业发展有限公司,碧斯诺兰实业发展有限公司,i/image2/M00/52/B0/CgotOVsWJueAFrNQAABe5AHmUis763.jpg,厦门,电子商务 O2O,碧定不凡,未融资,50-150人,2,10,75,0,0,0
